Item Type,Product Name,Product Type,Product Code/SKU,Brand Name,Product Description,Price,Category,Allow Purchases?,Product Visible?,Track Inventory,Product Condition,Show Product Condition?,Product Custom Fields,Product Image Path - 1,Product Image Path - 2,Product Image Path - 3,Product Image Path - 4,Product Image Path - 5,Product Image Path - 6,Product Image Path - 7,Product Image Path - 8,Product Image Path - 9,Product Image Path - 10,Product Image Path - 11,Product Image Path - 12
Product,156 U - Backward trigger - 20 - Removable,P,156 U-20-Removable,Perazzi,Backward trigger - 20 - Removable,400.39,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=156 U,156u---5mm-setback-trigger.jpg,156u---setback-trigger.jpg,,,,,,,,,,
Product,157 - Right release - 20 - Removable,P,157-20-Removable,Perazzi,Right release - 20 - Removable,97.75,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=157,157-1.jpg,157-2.jpg,157l-1.jpg,,,,,,,,,
Product,158 - Connector - 20 - Removable,P,158-20-Removable,Perazzi,Connector - 20 - Removable,113.82,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=158,158---2-old-style.jpg,158---3-old-style.jpg,158---4---old-style.jpg,158---old-style.jpg,158-2.jpg,158-3.jpg,158-4.jpg,158.jpg,158p---3.jpg,158p-1.jpg,158p-2.jpg,158p-3.jpg
Product,159 - Right sear - 20 - Removable,P,159-20-Removable,Perazzi,Right sear - 20 - Removable,137.66,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=159,159-1.jpg,,,,,,,,,,,
Product,160 - Left sear - 20 - Removable,P,160-20-Removable,Perazzi,Left sear - 20 - Removable,137.66,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=160,160-1.jpg,,,,,,,,,,,
Product,161 - Right hammer for flat springs - 20 - Removable,P,161-20-Removable,Perazzi,Right hammer for flat springs - 20 - Removable,216.26,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=161,161-1.jpg,,,,,,,,,,,
Product,162 - Left hammer for flat springs - 20 - Removable,P,162-20-Removable,Perazzi,Left hammer for flat springs - 20 - Removable,216.26,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=162,162-1.jpg,162-2.jpg,,,,,,,,,,
Product,163 - Bridle - 20 - Removable,P,163-20-Removable,Perazzi,Bridle - 20 - Removable,50.89,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=163,163-1.jpg,163-2.jpg,163-3.jpg,,,,,,,,,
Product,164 - Cocking foot - 20 - Removable,P,164-20-Removable,Perazzi,Cocking foot - 20 - Removable,70.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=164,164-1.jpg,164-2.jpg,,,,,,,,,,
Product,165 - Right hammer flat spring - 20 - Removable,P,165-20-Removable,Perazzi,Right hammer flat spring - 20 - Removable,64.95,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=165,165-1.jpg,165-2.jpg,165-3.jpg,165-4.jpg,165.jpg,,,,,,,
Product,166 - Left hammer flat spring - 20 - Removable,P,166-20-Removable,Perazzi,Left hammer flat spring - 20 - Removable,64.95,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=166,166-1.jpg,166-2.jpg,166-3.jpg,,,,,,,,,
Product,167 - Connector spring - 20 - Removable,P,167-20-Removable,Perazzi,Connector spring - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=167,167-1.jpg,,,,,,,,,,,
Product,169 - Right sear spring - 20 - Removable,P,169-20-Removable,Perazzi,Right sear spring - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=169,169.jpg,,,,,,,,,,,
Product,170 - Connector plunger - 20 - Removable,P,170-20-Removable,Perazzi,Connector plunger - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=170,170-1.jpg,,,,,,,,,,,
Product,171 - Connector pin - 20 - Removable,P,171-20-Removable,Perazzi,Connector pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=171,171-1.jpg,,,,,,,,,,,
Product,172 - Connector post pin - 20 - Removable,P,172-20-Removable,Perazzi,Connector post pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=172,172-1.jpg,,,,,,,,,,,
Product,173 - Pivot sear trip - coil spring file pin rem. trigger group - 20 - Removable,P,173-20-Removable,Perazzi,Pivot sear trip - coil spring file pin rem. trigger group - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=173,173-1.jpg,,,,,,,,,,,
Product,174 - Bridle pin - 20 - Removable,P,174-20-Removable,Perazzi,Bridle pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=174,174-1.jpg,,,,,,,,,,,
Product,175 - Sear retainer pin - 20 - Removable,P,175-20-Removable,Perazzi,Sear retainer pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=175,175-1.jpg,,,,,,,,,,,
Product,176 - Trigger guard pin - 20 - Removable,P,176-20-Removable,Perazzi,Trigger guard pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=176,176-1.jpg,,,,,,,,,,,
Product,177 - Sear retainer sleeve - 20 - Removable,P,177-20-Removable,Perazzi,Sear retainer sleeve - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=177,177-1.jpg,177-2.jpg,,,,,,,,,,
Product,178 - Sear plunger - 20 - Removable,P,178-20-Removable,Perazzi,Sear plunger - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=178,178-1.jpg,,,,,,,,,,,
Product,205 - Ejector spring plunger - 20 - Removable,P,205-20-Removable,Perazzi,Ejector spring plunger - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=205,205-1.jpg,,,,,,,,,,,
Product,206 - Ejector spring - 20 - Removable,P,206-20-Removable,Perazzi,Ejector spring - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=206,206-1.jpg,,,,,,,,,,,
Product,207 - Ejector lock - 20 - Removable,P,207-20-Removable,Perazzi,Ejector lock - 20 - Removable,23.57,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=207,207-1.jpg,,,,,,,,,,,
Product,309 - Ejector sear spring - 20 - Removable,P,309-20-Removable,Perazzi,Ejector sear spring - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=309,,,,,,,,,,,,
Product,313 - Ejector sear plunger - 20 - Removable,P,313-20-Removable,Perazzi,Ejector sear plunger - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=313,,,,,,,,,,,,
Product,314 - Ejector sear pin - 20 - Removable,P,314-20-Removable,Perazzi,Ejector sear pin - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=314,,,,,,,,,,,,
Product,316 - Ejector trip - 20 - Removable,P,316-20-Removable,Perazzi,Ejector trip - 20 - Removable,64.95,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=316,,,,,,,,,,,,
Product,322 - Catch bolt - 20 - Removable,P,322-20-Removable,Perazzi,Catch bolt - 20 - Removable,50.89,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=322,322-1.jpg,,,,,,,,,,,
Product,323 - Cocking bar lock screw - 20 - Removable,P,323-20-Removable,Perazzi,Cocking bar lock screw - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=323,,,,,,,,,,,,
Product,324 - Spring for catch bolt - 20 - Removable,P,324-20-Removable,Perazzi,Spring for catch bolt - 20 - Removable,23.57,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=324,324-1.jpg,324-2.jpg,324-3.jpg,,,,,,,,,
Product,326 - Latch plate - 20 - Removable,P,326-20-Removable,Perazzi,Latch plate - 20 - Removable,162.70,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=326,326-1.jpg,,,,,,,,,,,
Product,327 - Latch plate lever - 20 - Removable,P,327-20-Removable,Perazzi,Latch plate lever - 20 - Removable,78.60,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=327,327-1.jpg,,,,,,,,,,,
Product,328 - Lock screw for latch pl. lev. sp. - 20 - Removable,P,328-20-Removable,Perazzi,Lock screw for latch pl. lev. sp. - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=328,328-1.jpg,,,,,,,,,,,
Product,329 - Latch plate pin - 20 - Removable,P,329-20-Removable,Perazzi,Latch plate pin - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=329,329-1.jpg,,,,,,,,,,,
Product,330 - Return sping latch pl. lever - 20 - Removable,P,330-20-Removable,Perazzi,Return sping latch pl. lever - 20 - Removable,29.46,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=330,330-1.jpg,,,,,,,,,,,
Product,331 - Lock pin for latch plate lever - 20 - Removable,P,331-20-Removable,Perazzi,Lock pin for latch plate lever - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=331,331-1.jpg,,,,,,,,,,,
Product,352 - Stock bolt - 20 - Removable,P,352-20-Removable,Perazzi,Stock bolt - 20 - Removable,23.57,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=352,352-1.jpg,,,,,,,,,,,
Product,353 - Lock washer - 20 - Removable,P,353-20-Removable,Perazzi,Lock washer - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=353,353-1.jpg,,,,,,,,,,,
Product,354 - Plain washer - 20 - Removable,P,354-20-Removable,Perazzi,Plain washer - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=354,354-1.jpg,,,,,,,,,,,
Product,355 - Retainer guide - 20 - Removable,P,355-20-Removable,Perazzi,Retainer guide - 20 - Removable,16.74,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=355,355-1.jpg,,,,,,,,,,,
Product,356 - Recoil pad - 20 - Removable,P,356-20-Removable,Perazzi,Recoil pad - 20 - Removable,55.00,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=356,,,,,,,,,,,,
Product,358 - Forend lock screw - 20 - Removable,P,358-20-Removable,Perazzi,Forend lock screw - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=358,358-1.jpg,,,,,,,,,,,
Product,359 - Forend lock bolt - 20 - Removable,P,359-20-Removable,Perazzi,Forend lock bolt - 20 - Removable,31.47,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=359,359-1.jpg,,,,,,,,,,,
Product,403 - Adjustable trigger upper part - 20 - Removable,P,403-20-Removable,Perazzi,Adjustable trigger upper part - 20 - Removable,161.23,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=403,403-1.jpg,,,,,,,,,,,
Product,404 - Adjustable trigger lower part - 20 - Removable,P,404-20-Removable,Perazzi,Adjustable trigger lower part - 20 - Removable,161.23,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=404,404-1.jpg,,,,,,,,,,,
Product,405 - Adjustable trigger tab - 20 - Removable,P,405-20-Removable,Perazzi,Adjustable trigger tab - 20 - Removable,129.89,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=405,405-1.jpg,,,,,,,,,,,
Product,407 - Trigger guard for adjustable trigger - 20 - Removable,P,407-20-Removable,Perazzi,Trigger guard for adjustable trigger - 20 - Removable,161.23,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=407,,,,,,,,,,,,
Product,408 - Sear trip pin - 20 - Removable,P,408-20-Removable,Perazzi,Sear trip pin - 20 - Removable,43.25,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=408,408-1.jpg,,,,,,,,,,,
Product,409 - Adjustable trigger retaining pin - 20 - Removable,P,409-20-Removable,Perazzi,Adjustable trigger retaining pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=409,409-1.jpg,,,,,,,,,,,
Product,411 - Adjustable trigger return spring - 20 - Removable,P,411-20-Removable,Perazzi,Adjustable trigger return spring - 20 - Removable,8.84,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=411,411-1.jpg,,,,,,,,,,,
Product,412 - Selector pin spring (optional) - 20 - Removable,P,412-20-Removable,Perazzi,Selector pin spring (optional) - 20 - Removable,13.79,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=412,412-1.jpg,,,,,,,,,,,
Product,414 - Adjustable trigger tab pin - 20 - Removable,P,414-20-Removable,Perazzi,Adjustable trigger tab pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=414,414-1.jpg,,,,,,,,,,,
Product,415 - Adjustable trigger tab pin spring - 20 - Removable,P,415-20-Removable,Perazzi,Adjustable trigger tab pin spring - 20 - Removable,8.97,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=415,415-1.jpg,,,,,,,,,,,
Product,419 - Trigger for external selector - 20 - Removable,P,419-20-Removable,Perazzi,Trigger for external selector - 20 - Removable,171.40,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=419,419-1.jpg,,,,,,,,,,,
Product,420 - External selector tab - 20 - Removable,P,420-20-Removable,Perazzi,External selector tab - 20 - Removable,137.66,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=420,420-1.jpg,,,,,,,,,,,
Product,421 - Connector for ext. selector tab - 20 - Removable,P,421-20-Removable,Perazzi,Connector for ext. selector tab - 20 - Removable,97.75,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=421,,,,,,,,,,,,
Product,422 - Pin for ext. selector tab - 20 - Removable,P,422-20-Removable,Perazzi,Pin for ext. selector tab - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=422,422-1.jpg,,,,,,,,,,,
Product,456 - Adjustable trigger upper part - 20 - Removable,P,456-20-Removable,Perazzi,Adjustable trigger upper part - 20 - Removable,83.83,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=456,456-1.jpg,,,,,,,,,,,
Product,458 - Release for ext. selector - 20 - Removable,P,458-20-Removable,Perazzi,Release for ext. selector - 20 - Removable,100.43,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=458,458-1.jpg,,,,,,,,,,,
Product,471 - Connector pin for external selector - 20 - Removable,P,471-20-Removable,Perazzi,Connector pin for external selector - 20 - Removable,16.74,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=471,471-1.jpg,,,,,,,,,,,
Product,526 - Pivot for adjustable rib - 20 - Removable,P,526-20-Removable,Perazzi,Pivot for adjustable rib - 20 - Removable,28.12,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=526,,,,,,,,,,,,
Product,527 - Lock for adj. rib pivot - 20 - Removable,P,527-20-Removable,Perazzi,Lock for adj. rib pivot - 20 - Removable,2.68,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=527,527--big.jpg,527.jpg,,,,,,,,,,
Product,6161 - Right hammer for coil springs - 20 - Removable,P,6161-20-Removable,Perazzi,Right hammer for coil springs - 20 - Removable,216.26,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=6161,6161-1.jpg,,,,,,,,,,,
Product,6162 - Left hammer for coil springs - 20 - Removable,P,6162-20-Removable,Perazzi,Left hammer for coil springs - 20 - Removable,216.26,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=6162,6162-1.jpg,,,,,,,,,,,
Product,6166 - Right and left hammer coil spring - 20 - Removable,P,6166-20-Removable,Perazzi,Right and left hammer coil spring - 20 - Removable,8.84,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=6166,,,,,,,,,,,,
Product,6172 - Sear trip pivot pin - 20 - Removable,P,6172-20-Removable,Perazzi,Sear trip pivot pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=6172,6172-1.jpg,,,,,,,,,,,
Product,6178 - Link retainer pin - 20 - Removable,P,6178-20-Removable,Perazzi,Link retainer pin - 20 - Removable,16.74,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=6178,6178-1.jpg,,,,,,,,,,,
Product,6193 - Hammer spring plunger - 20 - Removable,P,6193-20-Removable,Perazzi,Hammer spring plunger - 20 - Removable,29.46,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=6193,6193-1.jpg,,,,,,,,,,,
Product,21720 - Choke tube - 20 - Removable,P,21720-20-Removable,Perazzi,Choke tube - 20 - Removable,140.00,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=21720,,,,,,,,,,,,
Product,23103 - Top lever - 20 - Removable,P,23103-20-Removable,Perazzi,Top lever - 20 - Removable,489.44,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23103,,,,,,,,,,,,
Product,23104 - Action bolt from ser nbr 153549 - 20 - Removable,P,23104-20-Removable,Perazzi,Action bolt from ser nbr 153549 - 20 - Removable,216.26,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23104,,,,,,,,,,,,
Product,23109 - Right ejector trip rod - 20 - Removable,P,23109-20-Removable,Perazzi,Right ejector trip rod - 20 - Removable,58.92,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23109,23109-1.jpg,,,,,,,,,,,
Product,23110 - Left ejector trip rod - 20 - Removable,P,23110-20-Removable,Perazzi,Left ejector trip rod - 20 - Removable,58.92,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23110,23110-1.jpg,,,,,,,,,,,
Product,23113 - Top firing pin - 20 - Removable,P,23113-20-Removable,Perazzi,Top firing pin - 20 - Removable,80.35,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23113,23113-1.jpg,,,,,,,,,,,
Product,23114 - Bottom firing pin - 20 - Removable,P,23114-20-Removable,Perazzi,Bottom firing pin - 20 - Removable,80.35,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23114,23114-1.jpg,,,,,,,,,,,
Product,23190 - Coil springs file - 20 - Removable,P,23190-20-Removable,Perazzi,Coil springs file - 20 - Removable,182.79,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23190,23190-1.jpg,,,,,,,,,,,
Product,23200 - Barrels (see guns price list) - 20 - Removable,P,23200-20-Removable,Perazzi,Barrels (see guns price list) - 20 - Removable,,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23200,,,,,,,,,,,,
Product,23203 - Right ejector - 20 - Removable,P,23203-20-Removable,Perazzi,Right ejector - 20 - Removable,257.51,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23203,23203-1.jpg,,,,,,,,,,,
Product,23204 - Left ejector - 20 - Removable,P,23204-20-Removable,Perazzi,Left ejector - 20 - Removable,257.51,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23204,,,,,,,,,,,,
Product,23307 - Cocking bar cam - 20 - Removable,P,23307-20-Removable,Perazzi,Cocking bar cam - 20 - Removable,64.95,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23307,,,,,,,,,,,,
Product,23308 - Right ejector sear - 20 - Removable,P,23308-20-Removable,Perazzi,Right ejector sear - 20 - Removable,50.89,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23308,,,,,,,,,,,,
Product,23317 - Left ejector sear - 20 - Removable,P,23317-20-Removable,Perazzi,Left ejector sear - 20 - Removable,50.89,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23317,,,,,,,,,,,,
Product,23321 - Iron forend (see guns price list) - 20 - Removable,P,23321-20-Removable,Perazzi,Iron forend (see guns price list) - 20 - Removable,,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=23321,,,,,,,,,,,,
Product,24105 - Safety - 20 - Removable,P,24105-20-Removable,Perazzi,Safety - 20 - Removable,151.32,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=24105,,,,,,,,,,,,
Product,24136 - Top lever stop plate - 20 - Removable,P,24136-20-Removable,Perazzi,Top lever stop plate - 20 - Removable,50.89,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=24136,,,,,,,,,,,,
Product,24351 - Stock (see guns price list) - 20 - Removable,P,24351-20-Removable,Perazzi,Stock (see guns price list) - 20 - Removable,,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=24351,,,,,,,,,,,,
Product,24357 - Forend (see guns price list) - 20 - Removable,P,24357-20-Removable,Perazzi,Forend (see guns price list) - 20 - Removable,,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=24357,,,,,,,,,,,,
Product,127 C - Pin to block pivot - 20 - Removable,P,127 C-20-Removable,Perazzi,Pin to block pivot - 20 - Removable,2.81,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=127 C,127c-1.jpg,,,,,,,,,,,
Product,128/20 - Lock pin for top lev. and fir. pin - 20 - Removable,P,128/20-20-Removable,Perazzi,Lock pin for top lev. and fir. pin - 20 - Removable,12.72,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=128/20,,,,,,,,,,,,
Product,169/02 - Left sear spring - 20 - Removable,P,169/02-20-Removable,Perazzi,Left sear spring - 20 - Removable,8.84,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=169/02,169-02.jpg,,,,,,,,,,,
Product,175/03 - Hammer pin - 20 - Removable,P,175/03-20-Removable,Perazzi,Hammer pin - 20 - Removable,9.37,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=175/03,,,,,,,,,,,,
Product,212/03 - Front sight - 20 - Removable,P,212/03-20-Removable,Perazzi,Front sight - 20 - Removable,23.57,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=212/03,,,,,,,,,,,,
Product,212/06 - Middle sight - 20 - Removable,P,212/06-20-Removable,Perazzi,Middle sight - 20 - Removable,23.57,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=212/06,,,,,,,,,,,,
Product,524/05 - Adjustable rib tab 7x7 - 20 - Removable,P,524/05-20-Removable,Perazzi,Adjustable rib tab 7x7 - 20 - Removable,41.11,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=524/05,524-05-1.jpg,,,,,,,,,,,
Product,524/06 - Adjustable rib tab 11x11 - 20 - Removable,P,524/06-20-Removable,Perazzi,Adjustable rib tab 11x11 - 20 - Removable,41.11,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=524/06,524-06-1.jpg,,,,,,,,,,,
Product,525/1 - Spring for adj. rib tab - 20 - Removable,P,525/1-20-Removable,Perazzi,Spring for adj. rib tab - 20 - Removable,9.64,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=525/1,525-1.jpg,,,,,,,,,,,
Product,6226/02 - Choke wrench - 20 - Removable,P,6226/02-20-Removable,Perazzi,Choke wrench - 20 - Removable,55.00,Gauge/20; Trigger Type/Removable,Y,Y,none,New,Y,Part Number=6226/02,6226-02.jpg,,,,,,,,,,,
Product,103 - Top lever - 12 - Non-Removable,P,103-12-Non-Removable,Perazzi,Top lever - 12 - Non-Removable,489.44,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=103,103-2---old-style.jpg,103-3---old-style.jpg,103mx12-1.jpg,103mx12-2.jpg,103mx12-3.jpg,103os-1.jpg,,,,,,
Product,109 - Right ejector trip rod - 12 - Non-Removable,P,109-12-Non-Removable,Perazzi,Right ejector trip rod - 12 - Non-Removable,58.92,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=109,109-1.jpg,109-2.jpg,,,,,,,,,,
Product,110 - Left ejector trip rod - 12 - Non-Removable,P,110-12-Non-Removable,Perazzi,Left ejector trip rod - 12 - Non-Removable,58.92,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=110,110-1.jpg,110-2.jpg,,,,,,,,,,
Product,111 - Locking piece top lever - 12 - Non-Removable,P,111-12-Non-Removable,Perazzi,Locking piece top lever - 12 - Non-Removable,84.36,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=111,111-and-111r---2.jpg,111-and-111r.jpg,111.jpg,111r.jpg,,,,,,,,
Product,112 - Cocking bar - 12 - Non-Removable,P,112-12-Non-Removable,Perazzi,Cocking bar - 12 - Non-Removable,171.40,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=112,112-1.jpg,112-2.jpg,,,,,,,,,,
Product,113 - Top firing pin - 12 - Non-Removable,P,113-12-Non-Removable,Perazzi,Top firing pin - 12 - Non-Removable,80.35,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=113,113-1.jpg,113-2.jpg,,,,,,,,,,
Product,114 - Bottom firing pin - 12 - Non-Removable,P,114-12-Non-Removable,Perazzi,Bottom firing pin - 12 - Non-Removable,80.35,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=114,114-1.jpg,,,,,,,,,,,
Product,115 - Pivot - 12 - Non-Removable,P,115-12-Non-Removable,Perazzi,Pivot - 12 - Non-Removable,35.49,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=115,,,,,,,,,,,,
Product,117 - Cocking bar spring - 12 - Non-Removable,P,117-12-Non-Removable,Perazzi,Cocking bar spring - 12 - Non-Removable,8.97,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=117,117-1.jpg,,,,,,,,,,,
Product,118 - Firing pin return spring - 12 - Non-Removable,P,118-12-Non-Removable,Perazzi,Firing pin return spring - 12 - Non-Removable,8.97,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=118,118-1.jpg,,,,,,,,,,,
Product,121 - Top lever return spring - 12 - Non-Removable,P,121-12-Non-Removable,Perazzi,Top lever return spring - 12 - Non-Removable,8.97,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=121,121-1.jpg,121-2.jpg,121r---2.jpg,121r.jpg,,,,,,,,
Product,123 - Cocking bar screw check - 12 - Non-Removable,P,123-12-Non-Removable,Perazzi,Cocking bar screw check - 12 - Non-Removable,8.97,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=123,123-1.jpg,,,,,,,,,,,
Product,126 - Safety retaining pin - 12 - Non-Removable,P,126-12-Non-Removable,Perazzi,Safety retaining pin - 12 - Non-Removable,8.97,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=126,126-1.jpg,,,,,,,,,,,
Product,129 - Plunger trip - 12 - Non-Removable,P,129-12-Non-Removable,Perazzi,Plunger trip - 12 - Non-Removable,8.97,Gauge/12; Trigger Type/Non-Removable,Y,Y,none,New,Y,Part Number=129,129-1.jpg,,,,,,,,,,,
