id,run,cached,step,type,request_id,ip_addr,full_url,url,documentURL,is_secure,method,host,frame_id,responseCode,request_type,load_ms,ttfb_ms,load_start,load_start_float,bytesIn,objectSize,objectSizeUncompressed,expires,cacheControl,contentType,contentEncoding,socket,protocol,dns_start,dns_end,connect_start,connect_end,ssl_start,ssl_end,initiator,initiator_line,initiator_column,initiator_function,initiator_type,priority,initial_priority,bytesOut,score_cache,score_cdn,score_gzip,score_cookies,score_keep-alive,score_compress,dns_ms,connect_ms,ssl_ms,gzip_total,gzip_save,image_total,image_save,cache_time,cdn_provider,created,netlog_id,final_base_page,is_base_page,load_end,ttfb_start,ttfb_end,download_start,download_end,download_ms,all_start,all_end,all_ms,index,number,cpu.EvaluateScript,cpu.v8.compile,cpu.FunctionCall,cpuTime,renderBlocking,socket_group,http2_stream_id,http2_stream_dependency,http2_stream_weight,http2_stream_exclusive,tls_version,tls_resumed,tls_next_proto,tls_cipher_suite,server_port,
422513,1,0,Step_1,3,A02020CED65887AC5542C99D217FB3D6,64.29.17.131,https://perazzi-site.vercel.app/service,/service,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Document,890.00,531.00,39.00,39.00,206010,206010,2010856,,"private, no-cache, no-store, max-age=0, must-revalidate",text/html,br,95,HTTP/2,3.00,7.00,7.00,10.00,10.00,39.00,https://perazzi-site.vercel.app/_next/static/chunks/eee884e7e3c3ab2f.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,,,script,Highest,Highest,2164,-1,100,100,0,100,-1,4.00,3.00,29.00,206752,0,,,,Vercel,8,96,1,1,929.00,39.00,570.00,570.00,929.00,359.00,3.00,929.00,926.00,0,1,81,38,,119.00,,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,1,0,256,1,TLS 1.3,False,h2,4865,443,
422513,1,0,Step_1,3,16839.2,64.29.17.131,https://perazzi-site.vercel.app/_next/static/chunks/783fe1b4808cbb2e.css?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,/_next/static/chunks/783fe1b4808cbb2e.css?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Stylesheet,33.00,25.00,589.00,589.00,29513,29513,213632,,"public,max-age=31536000,immutable",text/css,br,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,,,,,other,Highest,Highest,2065,100,100,100,0,100,-1,-1.00,-1.00,-1.00,29513,0,,,"31,471,194.00",Vercel,587,120,0,0,622.00,589.00,614.00,614.00,622.00,8.00,589.00,622.00,33.00,1,2,,,,,non_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,3,1,256,1,,,,,443,
422513,1,0,Step_1,3,16839.3,64.29.17.131,https://perazzi-site.vercel.app/_next/image?url=%2FPLW.png&w=128&q=75&dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,/_next/image?url=%2FPLW.png&w=128&q=75&dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Image,88.00,86.00,606.00,606.00,1982,1982,1982,,"public, max-age=0, must-revalidate",image/webp,,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://perazzi-site.vercel.app/service,0,,,parser,Low,Low,2188,-1,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,1982,,Vercel,601,126,0,0,694.00,606.00,692.00,692.00,694.00,2.00,606.00,694.00,88.00,2,3,,,,,non_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,5,3,147,1,,,,,443,
422513,1,0,Step_1,3,16839.4,64.29.17.131,https://perazzi-site.vercel.app/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fm42h56wl%2Fproduction%2F0d8d1cb2614c03e39e168db7e6b03b9a513de426-4992x3328.jpg&w=1200&q=75,/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fm42h56wl%2Fproduction%2F0d8d1cb2614c03e39e168db7e6b03b9a513de426-4992x3328.jpg&w=1200&q=75,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Image,70.00,28.00,606.00,606.00,47726,47726,47726,,"public, max-age=2592000, must-revalidate",image/webp,,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://perazzi-site.vercel.app/service,0,,,parser,Low,Low,2401,100,100,-1,0,100,100,-1.00,-1.00,-1.00,,,0,47726,"2,426,597.00",Vercel,603,132,0,0,676.00,606.00,634.00,634.00,676.00,42.00,606.00,676.00,70.00,3,4,,,,,non_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,7,5,147,1,,,,,443,
422513,1,0,Step_1,3,16839.6,64.29.17.131,https://perazzi-site.vercel.app/_next/static/chunks/c4ed55bd840082e0.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,/_next/static/chunks/c4ed55bd840082e0.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Script,163.00,157.00,654.00,654.00,13312,13312,40510,,"public,max-age=31536000,immutable",application/javascript,br,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://perazzi-site.vercel.app/service,0,,,parser,Low,Low,1969,100,100,100,0,100,-1,-1.00,-1.00,-1.00,13312,0,,,"31,513,515.00",Vercel,628,145,0,0,817.00,654.00,811.00,811.00,817.00,6.00,654.00,817.00,163.00,4,5,1,1,,2.00,non_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,9,5,147,1,,,,,443,
422513,1,0,Step_1,3,16839.7,64.29.17.131,https://perazzi-site.vercel.app/_next/static/chunks/8de95f00554d7637.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,/_next/static/chunks/8de95f00554d7637.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Script,48.00,42.00,674.00,674.00,7670,7670,33394,,"public,max-age=31536000,immutable",application/javascript,br,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://perazzi-site.vercel.app/service,0,,,parser,Low,Low,1969,100,100,100,0,100,-1,-1.00,-1.00,-1.00,7670,0,,,"31,535,902.00",Vercel,629,151,0,0,722.00,674.00,716.00,716.00,722.00,6.00,674.00,722.00,48.00,5,6,2,1,,2.00,potentially_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,11,9,147,1,,,,,443,
422513,1,0,Step_1,3,16839.8,64.29.17.131,https://perazzi-site.vercel.app/_next/static/chunks/89a15899c82d903e.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,/_next/static/chunks/89a15899c82d903e.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Script,135.00,127.00,674.00,674.00,23406,23406,84689,,"public,max-age=31536000,immutable",application/javascript,br,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://perazzi-site.vercel.app/service,0,,,parser,Low,Low,1969,100,100,100,0,100,-1,-1.00,-1.00,-1.00,23406,0,,,"31,513,515.00",Vercel,630,157,0,0,809.00,674.00,801.00,801.00,809.00,8.00,674.00,809.00,135.00,6,7,4,4,32,40.00,potentially_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,13,11,147,1,,,,,443,
422513,1,0,Step_1,3,16839.9,64.29.17.131,https://perazzi-site.vercel.app/_next/static/chunks/3bf3f52339427a89.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,/_next/static/chunks/3bf3f52339427a89.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Script,206.00,154.00,674.00,674.00,65082,65082,202087,,"public,max-age=31536000,immutable",application/javascript,br,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://perazzi-site.vercel.app/service,0,,,parser,Low,Low,1969,100,100,100,0,100,-1,-1.00,-1.00,-1.00,65082,0,,,"31,535,902.00",Vercel,630,163,0,0,880.00,674.00,828.00,828.00,880.00,52.00,674.00,880.00,206.00,7,8,67,5,339,411.00,potentially_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,15,13,147,1,,,,,443,
422513,1,0,Step_1,3,16839.10,64.29.17.131,https://perazzi-site.vercel.app/_next/static/chunks/1978183176b280c4.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,/_next/static/chunks/1978183176b280c4.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Script,90.00,77.00,674.00,674.00,10895,10895,40056,,"public,max-age=31536000,immutable",application/javascript,br,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://perazzi-site.vercel.app/service,0,,,parser,Low,Low,1969,100,100,100,0,100,-1,-1.00,-1.00,-1.00,10895,0,,,"31,535,902.00",Vercel,631,169,0,0,764.00,674.00,751.00,751.00,764.00,13.00,674.00,764.00,90.00,8,9,7,5,0,12.00,potentially_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,17,15,147,1,,,,,443,
422513,1,0,Step_1,3,16839.11,64.29.17.131,https://perazzi-site.vercel.app/_next/static/chunks/turbopack-2f1cba2f8d6bf4a1.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,/_next/static/chunks/turbopack-2f1cba2f8d6bf4a1.js?dpl=dpl_92mxXNLyVFW46Tgwa8tYVp4JznTQ,,1,GET,perazzi-site.vercel.app,B9BB2FD0E1C0E9B3FC34C4B74058DBAD,200,Script,89.00,85.00,680.00,680.00,4435,4435,10726,,"public,max-age=31536000,immutable",application/javascript,br,95,HTTP/2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,https://perazzi-site.vercel.app/service,0,,,parser,Low,Low,1999,100,100,100,0,100,-1,-1.00,-1.00,-1.00,4435,0,,,"31,535,902.00",Vercel,636,175,0,0,769.00,680.00,765.00,765.00,769.00,4.00,680.00,769.00,89.00,9,10,11,0,,12.00,potentially_blocking,https://perazzi-site.vercel.app <https://perazzi-site.vercel.app same_site>,19,17,147,1,,,,,443,
